incident_id,facility_id,facility_name,starting_date,ending_date,attack_type,result,description,full_discription,source_url_1,source_url_2,archived_resources,has_image,image_url,archived_image,video_url,archived_video,civilians_killed,civilians_injured,hw_killed,hw_injured,added_by,reviewed_by,,submission_id,added_by,reviewed_by
INC-202,FAC-002,Nasser Medical Complex,2024-01-21,2024-02-14,Siege / Encirclement / Snipers,"The siege imposed on the Hospital, with its population of 300 medical staff, 450 injured, and arround 10000 IDPs, was done by encircling it with military vehicles and snipers positionning on its surroundings. the  IDF snipers reportedly killed 26 civilians and injured15 others, while some of the bodies remained unreachable by the medical staff and were desecrated by stray animals. The humanitarian situation got critical with the medical staff and civilians running out of food, the sewage flooding the emergency department, and the accumulation of medical waste in the facility, also the fuel shortage and the generators shutting down due to it has led to the death of a 10 year old boy.","On 21 January, a video from Basam Yosef shows the moment IDF tanks besieged and cut off the road leading to the Hospital. 
By 22nd January the Ministry of Health, by his spokesperson's message on telegram reported that citizens are forced to burry 40 martyrs in a mass grave in the Hospital court. 
On January 23 Israel ordered the evacuation for the surrounding area of the Hospital.
In 24th January, the OCHA report that the Hospital is ""minimally functionning"", as it is surrounded by the Israely military and is experiencing intese fighting, and is no longer able to receive patients or supplies.
By January 25, the MoH spokesperson declared that the Hospital is working with only 10% of it's normal capacity, with acute shortage on food, and anethetics and analgesics, and a quantity of fuel that would not suffice for 5 days.
Medecins Sans Frontières (MSF) declared in January 26 that the Hospital,whish is the largest remaining health facility at the time, can no longer provide vital medical services.
By January 28, the MoF spokesperson declared that the burried inside the court of the Hospital have reached 150 martyrs and 30 unkown martyrs remains in the morgue, also the water reservoir tanks got hit by drones and shrapnels leading to leakage in the ICU, and a shortage of water for dialysis.
On January 29, a video footage from the Hospital shows the mass burial of 35 martyrs in the courtyard.
By January 30, OCHA reported casualties amid attacks in the vicinity of the hospital and surrounding areas.
In January 31, the MoH through his official spokesperson warned from a possible health catastrophe due to the accumulation of medical waste inside the Hospital, and food shortage.
One the 5th of February, video footage from the Hospital shows smoke dissipating from what seems to be the aftermath of a strike in the Hospital vicinity.
On February 6, the MoH made an official statement declaring that the siege imposed on the Hospital put the lifes of 300 medical staff, 450 injured, and arround 10000 IDPs at risk. With no food entering the Hospital, and no medicine and no analgesis, anesthetics, or medical surgeries equipments.
As the siege continued, allegations of Israeli snipers targeting people in the Hospital and its vacinity became numerous. On the 7th of February, a Palestinian woman was reportedly shot and killed while purpotedly fetchning water from the Hospital, And on the next day February 8, a nurse was reportedly shot and critically ijured while inside the operations room in the Hospital, in addition of two incidents where Israeli forces fired at a group of people at the entrance of the Hospital and another group in its vicinity, killing four and three Palestinians repectively.
On February 9, the Israeli snipers continue to target civilians near the Hospital with two Palestinians killed near the facility. All while the vicinity of the Hospital is repeatdly hit with strikes from the IDF. 
On the 10th February, the MoH reported continuous sniper fire targeting medical staff and IDPs taking refuge inside the Hospital, the targeting included the Hospital's entrance, its different structures and its courtyards, this has led to the death of four Palestinians.
On the same day, video footage from the within the Hospital shows and IDF armored vehicle and a Bulddozer positionned in the Hospital's gate. 
In February 11, two Palestinians were reportedly shot and killed in front of the gate of the Hospital, one of them is the journalist yasser mamdouh, Meanwhile, OCHA report that several fatalities have been lying on the ground around the hospital, for several days, and have been unreachable due to continued attacks in the Hospital's vicinity. On the same day, a video footage from within the Hospital shows two Palestinians bodies with the captions reading ""Martyr's bodies that the IDF executed in front of the Hospital's entrance and prohibited medical staff from reaching them"", the video shows cats feeding on the bodies. On the same day, a video footage from within the Hospital shows the aftermath of a strike that targeted the medical staff romm that served as a dorm room.
On February 12, the MoH reported seven Palestinians killed and fourteen injured by sniper fire in the Hospital's courtyard. The same authority also declared that the medical staff, the hospitalized, and the IDPs have run out of food.
In February 13, the MoH declared that the IDF have ordered the evacuation of all the IDPs from the Hospital, also reporting that the targeting of schools nearby and them catching fire have led to the burning of the Hospital's medical equipments storage room completely. MSF reported that the medical staff and patients were told they may remain with a limit of one caretaker per patient.
The IDF have desttroyed the north gate of the Hospital.
This same day saw the killing of three palestinians and the injuring of ten others inside the Hospital by sniper fire. While a generators running out of fuel and ceasing work led to the death of a ten year old child. 
 Another video footage shared by ALJAZEERA shows a Palestinian child shot by IDF snipers at the entrance of the Hospital, with his body unreachable by medcial staff being eated by cats.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-102,"https://www.aljazeera.net/news/2024/1/22/مغردون-سيناريو-الشفاء-يتكرر-في-مجمع , https://t.me/MOHMediaGaza/4818 , https://t.me/MOHMediaGaza/4846 , https://www.doctorswithoutborders.org/latest/nasser-hospital-collapses-cutting-access-health-care-southern-gaza , https://www.aa.com.tr/ar/إسرائيل/صحة-غزة-نفاد-أدوية-بمستشفى-ناصر-المحاصر-ودفن-شهداء-في-ساحتها/3120896 , https://www.aljazeera.net/video/2024/1/29/دفن-35-شهيدا-بمقابر-جماعية-داخل-مجمع , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-107 ,  https://www.aa.com.tr/ar/الدول-العربية/صحة-غزة-حياة-آلاف-المرضى-والنازحين-بمجمع-ناصر-في-خطر-شديد-/3129335 , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-114 ,  https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-115 , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-116 , https://www.aljazeera.net/news/2024/2/11/الاحتلال-يستولي-على-مفاتيح-سيارات , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-117 , https://t.me/MOHMediaGaza/4978 , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-118 , https://www.aljazeera.net/news/2024/2/14/الاحتلال-يجبر-النازحين-على-إخلاء-مجمع-2 , ",,Yes,,,"https://www.instagram.com/p/C2Zp3Gjt9gc/?utm_source=ig_embed&utm_campaign=embed_video_watch_again , https://t.me/QudsN/368852 ,  
https://t.me/QudsN/369068 , https://www.instagram.com/p/C3Mz8Kzt8_0/?utm_source=ig_embed&utm_campaign=invalid&ig_rid=96861198-1074-4c6d-b635-2701f597e045 , https://web.facebook.com/reel/300288569355036 , ",,27,14,,1,,ysn,View Incident,,,
INC-203,FAC-002,Nasser Medical Complex,2024-02-14,,Forced Evacuation,"the IDF issues ordered the IDPs to evacuate the Hospital, whish led to the displacement of more than 8000 Palestinians. Only arround 2500 remained in the Hospital, including health workers and their families, with arround 1500 IDPs, and patients and their caretakers.  ","After the evacuation order being issued by the IDF to the Hospital administration on 13 February. The MoH reports that as of 14 February, only 2500 people remained in the Hospital, including about 1500 IDPs, about 490  health workers and their families, and 600 patients and their companions, including eighteen patients in the ICU, thirthy five in the dialysis, and three babies in incubators.
By 19:00, a handcuffed Palestinian detainee who was allegedly sent by IDF to deliver a message to IDPs that remained in the Hospital, was reportedly shot and killed afterwards.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-119,https://web.facebook.com/MOHGaza1994/posts/719695030335442/?paipv=0&eav=AfZ3LS8Ew4JEex2-xFikshDGpuI7tmn9TvAQmUTb7IN1I77ZLW1IzCyEQnQ1m8T91us&_rdc=1&_rdr#,,,,,,,1,,,,,ysn,View Incident,,,
INC-204,FAC-002,Nasser Medical Complex,2024-02-15,2024-02-25,Raid,"The IDF raided the Hospital after a besieging it for more than 23 days, this resulted in the death of 8 patients in the ICU, the detention of arround 200 people including 70 administration and medical staff. Later on, on April 23, the Palestinian authorities declared finding up to 310 palestinians burried by the IDF in a mass grave in the Hospital courtyard.","On 15 February, IDF reportedly entered te Hospital, including the maternity department, according to the MoH. The MoH also reported that hundreds of patients and staff had been relocated to a building within the hospital coumpound, where they lacked food, water, and baby forula, and that the Hospital generators had stopped functionning, putting at risk the lives of six patients on ventilators in the ICU.
On the morning of 16 February, the MoH reported that five ICU patients died due to the depletion of oxygen. The IDF also ordered women and children to relocate to the maternity ward that was transformed into a military barrack.
On 18 February, the IDF conducted interrogations of some medcial staff, while they were handcuffed, beating and stripping them of their clothes.
By February 20, the ICU was no longer functionning, and the bodies of eight patients that died due to the lack of oxygen remained there decomposing. 
One February 22, the MoH reported that four Military Personnel Vehicles have entered the Hospital. 
On the evening of the same day, the MoH reported that the IDF ceased to occupy the Hospital, and repositionned on its surroundings, continuing the obstruction of access to it.
",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-119,"https://x.com/MSF/status/1758107841297105037 , https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-120 , https://t.me/MOHMediaGaza/5015 , https://www.wafa.ps/Pages/Details/90325 , https://t.me/MOHMediaGaza/5054 , https://www.aa.com.tr/ar/إسرائيل/صحة-غزة-الجيش-الإسرائيلي-يعاود-اقتحام-مشفى-ناصر-ويقتل-23-وسط-القطاع-/3145343 , https://www.aljazeera.net/news/2024/2/25/مستشفى-ناصر , https://www.alarabiya.net/arab-and-world/2024/04/23/الأمم-المتحدة-تحقق-في-العثور-على-أكثر-من-300-جثة-في-مقبرتين-جماعيتين-بغزة",,,,,,,8,,,,,ysn,View Incident,,,
INC-205,FAC-002,Nasser Medical Complex,2025-03-23,,Direct Strike,"a strike on the surgical ward of the medical complexe killed two patients, 35 in-patient beds were destroyed,","On 23 March, a strike on the surgical ward of Naser Medical Complex in Khan Younis, currently the largest hospital in the Gaza Strip, killed two patients, including a 16-year-old boy, and injured eight others, and destroyed 35 in-patients beds.",,https://www.ochaopt.org/content/humanitarian-situation-update-275-gaza-strip,,,No,,,,,2,,,,,ysn,View Incident,,,
INC-206,FAC-002,Nasser Medical Complex,2025-05-13,,Airstrike,"40 inpatient beds and 10 intensive care beds rendered out of service, two killed (one a journaist being treated at the hospital at time of hit), 12 injured","The director of field hospitals at the MoH, Dr. Marwan Al-Hams, reported that this is the second attack on Nasser Hospital within two months. It rendered 40 inpatient beds and 10 intensive care unit beds out of service. The hospital’s director informed WHO that two people were killed and 12 others, including patients and medical staff, were injured. The journalist Hassan Salih was targeted and killed in the attack while he was receiving treatment in his hospital bed following an injury he sustained when a tent for journalists was previously targeted.",,https://www.ochaopt.org/content/humanitarian-situation-update-288-gaza-strip,"https://www.facebook.com/watch/?mibextid=wwXIfr&v=694104496360241&rdid=9lbhotKwTSimO6cr , https://pjs.ps/ar/page-3325.html",,Yes,,,https://web.facebook.com/watch/?mibextid=wwXIfr&v=694104496360241&rdid=9lbhotKwTSimO6cr&_rdc=1&_rdr#,,2,12,,,,ysn,View Incident,,,
INC-207,FAC-002,Nasser Medical Complex,2025-05-19,,Direct Strike,"supplies and solutions wharehouse hit, 30% of warehouse facility destroyed","On 19 May, the medical supplies and solutions warehouse in Nasser Medical Complex, in Khan Younis, was hit and destroyed, with no casualties reported. According to WHO, around 30 per cent of the warehouse was destroyed. The warehouse was built by WHO and included critical supplies such as IV fluids and dialysis solutions. Medical Aid for Palestine (MAP) also reported that the attack rendered what little remains unusable, including vital materials provided by MAP. Describing the catastrophic conditions at the hospital, MAP said that “patients are forced to sleep in hallways, with beds scattered across every available space. Six operating theatres are running non-stop, yet the constant influx of casualties far exceeds capacity…[The] ICU, designed for 12 patients, now houses more than 24. An emergency extension was created after recent bombings damaged the surgical department, but it fails to meet basic standards.”",,https://www.ochaopt.org/content/humanitarian-situation-update-290-gaza-strip,"https://www.doctorswithoutborders.org/latest/palestinians-gaza-are-being-deliberately-asphyxiated-israeli-forces#:~:text=On%20May%2019%2C%20Israeli%20forces,low%20due%20to%20the%20siege.",,Yes,https://www.doctorswithoutborders.org/sites/default/files/styles/large_image_large_mobile_480x320/public/20250520_NasserHospital_06.jpeg?itok=ckF-k4v2,,,,,,,,,ysn,View Incident,,,
INC-208,FAC-002,Nasser Medical Complex,2025-06-18,,Evacuation Order,"Displacement order for area around Nassar Medical Complex continues, staff unable to access hospital due to safety concerns and lack of fuel for trasportation, maternity ward closed June 19","On 18 June, WHO Director-General, Tedros Adhanom Ghebreyesus, stated that the Hospital is struggling to operate under severe strain and critical shortages. The Hospital is located within an area that was placed under a displacement order, and many health workers cannot reach it due to safety concerns or lack of fuel for transportation.",,https://www.ochaopt.org/content/humanitarian-situation-update-300-gaza-strip,,,No,,,,,,,,,,ysn,View Incident,,,
INC-209,FAC-002,Nasser Medical Complex,2025-08-25,,Direct Strike,"The Hospital was hit by two strikes carried out by Israeli forces, killing 22 Palestinians, including two who died of their wounds on 27 August according to MoH.","hit by two strikes, killing 22 Palestinians, including two who died of their wounds on 27 August. Among the fatalities were one female photojournalist, four male journalists, a Palestinian Civil Defence (PCD) driver, a doctor and three other medical staff. Over 30 people were reportedly injured, including one doctor and one nurse, critically ill patients who were receiving care at the complex, two journalists, one Palestine Red Crescent Society (PRCS) paramedic, and seven PCD officers who got injured live on the news while attempting to rescue the injured and retrieve the fatalities from the first strike.",,https://www.ochaopt.org/content/humanitarian-situation-update-317-gaza-strip,,,,,,,,22,30,4,2,,ysn,View Incident,,,
INC-210,FAC-002,Nasser Medical Complex,2025-09-29,,Live Fire / Gunfire,a nurse was critically injured by a gunshot to the head while performing his duties inside the hospital.," On 29 September, at the Nasser Medical Complex in Khan Younis, a nurse was critically injured by a gunshot to the head while performing his duties inside the hospital.",,https://www.ochaopt.org/content/humanitarian-situation-update-327-gaza-strip,,,,,,,,,,,1,,ysn,View Incident,,,
INC-211,FAC-002,Nasser Medical Complex,2025-06-12,,Evacuation Order,Displacement order for area around Nassar Medical Complex and Israeli troops and tanks in area,"On 12 June, a displacement order affected the area surrounding Nasser Medical Complex, the last major functioning hospital in southern Gaza. On the same day, Medical Aid Palestine (MAP) reported that Israeli tanks and troops were in close proximity to the hospital, warning that if the hospital is forced to shut down, hundreds of thousands of people would lose access to critical care and the outcome would be “beyond catastrophic.” The hospital has 540 beds, including 51 patients in the intensive care unit (ICU), and is operating at 150 per cent of its bed capacity, MAP reported. Describing the harrowing conditions, Dr. Mohammad Saqr, Director of Nursing at Nasser, told MAP that they “are resorting to placing patients in corridors and on balconies as a last resort, because [they] cannot turn our backs on them,” adding that most of the received patients have been injured by direct sniper fire to the head or chest and that 95 per cent of incoming patients are acutely malnourished.",,https://www.unocha.org/publications/report/occupied-palestinian-territory/humanitarian-situation-update-297-gaza-strip,,,No,,,,,,,,,,ysn,View Incident,,,
INC-212,FAC-043,Noura Al-Kaabi Specialist Dialysis Centre,,,unspecified,destroyed,,,Humanitarian Situation Update #294 | Gaza Strip | United Nations Office for the Coordination of Humanitarian Affairs - Occupied Palestinian Territory,,,,,,,,,,,,,,View Incident,,,
INC-213,FAC-026,Palestine Medical Relief Center for the Rehabilitation of the Disabled,2023-10-25,,Bombardment,the building was destroyed,,,https://www.theguardian.com/world/2023/dec/01/hospital-damage-in-gaza-during-israeli-offensive-a-visual-investigation,,,Yes,,,,,,,,,,,View Incident,,,
INC-214,FAC-028,Patient Friends Association Hospital,2024-02-15,,unidentified,The hospital has been rendered out of service after sustaining severe damage in early February.,,,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-119,,,,,,,,,,,,,Ali,View Incident,,,
INC-215,FAC-028,Patient Friends Association Hospital,2024-07-08,,evacuated,Evacuated in fear of intensified military activities,,,https://www.ochaopt.org/content/humanitarian-situation-update-188-gaza-strip,,,,,,,,,,,,,Ali,View Incident,,,
INC-216,FAC-039,Primary Care Clinic,2023-10-30,,unidentified,destruction of the infrastructure,"Three attacks from the 30th to the 31st of October have affected three health facilities, from which a primary care clinic is reported as destroyed.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-25,,,No,,,,,,,,,,,View Incident,,,
