incident_id,_anchor,facility_id,attack_type_ar,result_ar,description_ar,full_discription_ar
INC-241,Al-Amal Hospital,FAC-005,الحصار,أفادت جمعية الهلال الأحمر الفلسطيني بمقتل 27 شخصاً خلال الحصار الذي فرضه الجيش الإسرائيلي من يناير إلى مارس 2024.,حاصرت القوات الإسرائيلية مستشفى الأمل ومقر جمعية الهلال الأحمر الفلسطيني من يناير إلى مارس 2024. وقد قسمت مصادر عديدة هذا الحصار إلى مرحلتين منفصلتين، الأولى امتدت من 22 يناير 2024 إلى 9 فبراير 2024 عندما داهمت قوات الجيش الإسرائيلي المستشفى، ثم تلتها مرحلة حصار ثانية بدأت في أوائل إلى منتصف فبراير 2024 واستمرت حتى 25 مارس 2024. وقد قُيّد الوصول إلى المستشفى، مما عرّض المرضى والعاملين للخطر. كما منع الحصار وصول الإمدادات إلى المستشفى، مما أدى إلى نقص في الأكسجين والدم والمستلزمات الطبية، فضلاً عن الغذاء والماء والوقود. وبحلول نهاية الحصار، أُجبر المرضى والعاملون على إخلاء المبنى، وتوقف مستشفى الأمل عن العمل. وأفادت جمعية الهلال الأحمر الفلسطيني بوفاة 27 شخصًا خلال الحصار؛ وقد سُجلت وفيات هؤلاء الأشخاص في تواريخ محددة ومع تفاصيل الحوادث التي أدت إلى وفاتهم. وخلال فترة الحصار، استمر استهداف مستشفى الأمل بالقصف وإطلاق النار والاقتحامات وأعمال عنف أخرى.,
INC-242,Al-Amal Hospital,FAC-005,غير محدد,نشرت جمعية الهلال الأحمر الباكستانية صوراً لطبيبين تم احتجازهما من مركز الأمل في 9 فبراير، تظهر عليهما آثار التعذيب بعد عودتهما في 16 فبراير.,في 17 فبراير، نشرت جمعية الهلال الأحمر الفلسطيني صوراً تُظهر آثار ما تعتبره تعذيباً تعرض له طبيبان احتجزتهما القوات الإسرائيلية من مستشفى الأمل في 9 فبراير. ولا يزال 12 من موظفي الجمعية رهن الاحتجاز لدى القوات الإسرائيلية، وفقاً للجمعية.,
INC-243,Al-Amal Hospital,FAC-005,قصف مدفعي,تعرض مقر جمعية الهلال الأحمر العماني في خان يونس للقصف، مما أسفر عن مقتل شخص وإصابة ثلاثة آخرين، بالإضافة إلى اندلاع حريق.,تعرض المقر الإداري لمدينة الأمل، التابعة لجمعية الهلال الأحمر الفلسطيني في خان يونس والمجاورة لمستشفى الأمل، لقصف مدفعي إسرائيلي مباشر، ما أسفر عن استشهاد أحد كوادر الجمعية، عمر منصور حمدان سليم، وإصابة عدد من الموظفين، فضلاً عن أضرار مادية جسيمة. وأفادت جمعية الهلال الأحمر الفلسطيني بأن القذيفة الأولى استهدفت الطوابق العليا من المبنى، تلتها قذيفة ثانية أثناء تفقد الموظفين للأضرار، ثم استهدفت قذيفة ثالثة الطابق الأرضي خلال محاولات إخماد الحريق، ما يشير إلى استهداف الموقع بشكل متكرر خلال عمليات الإنقاذ.,
INC-244,Kuwait Field Hospital,ID Not Found,غير محدد,تعرض المستشفى لهجوم مما تسبب في اندلاع حريق,"شنت القوات الصهيونية هجومًا على مستشفى الكويت التخصصي في مدينة رفح، جنوب قطاع غزة، وأضرمت النيران في أجزاء كبيرة منه.

وفي بيان صحفي، أدان مدير المستشفى الكويتي، الدكتور صهيب الهمس، استهداف قوات الاحتلال الممنهج للمستشفيات في قطاع غزة وإخراجها عن الخدمة. ووصف الوضع الصحي في رفح بأنه كارثي للغاية.",
INC-245,Kuwait Field Hospital,ID Not Found,غارة جوية (في الجوار),قصف الجيش الإسرائيلي المنطقة القريبة من المستشفى,كان مراسل قناة الجزيرة، هاني محمود، ينقل الأخبار مباشرة عندما سقطت قصف صاروخي إسرائيلي على مبانٍ خلفه. وواصل تغطيته للأحداث بينما كان الناس يفرون من مكان الحادث، بالقرب من المستشفى الكويتي في منطقة سكنية مكتظة بالسكان في رفح جنوب قطاع غزة.,
INC-246,UNRWA Health Centre,FAC-038,إطلاق نار حي / إطلاق نار,تعرض مركز الأونروا الصحي في مخيم ماغازي لإطلاق نار، مما تسبب في أضرار طفيفة.,في السادس من مايو/أيار، أفادت التقارير بتعرض مركز صحي تابع للأونروا في مخيم ماغازي لإطلاق نار من قبل القوات الإسرائيلية في شرق ماغازي. وأُبلغ عن أضرار طفيفة لحقت بالمركز الصحي، ولم تُسجل أي إصابات بين العاملين فيه.,
INC-247,UNRWA Health Centre,FAC-038,شظايا,تم العثور على شظايا في مركز صحي بالمنطقة الشمالية,تم العثور على شظايا في مركز صحي في المنطقة الشمالية.,
INC-248,UNRWA Health Centre,FAC-038,غارة جوية,مركز صحي في مدينة غزة يتضرر جراء غارة جوية,تعرض مركز صحي تابع لوكالة الأونروا في مدينة غزة، بالإضافة إلى ثلاث شاحنات متوقفة خارج المركز، لأضرار جانبية نتيجة غارة جوية استهدفت مبنىً مجاوراً.,
INC-249,UNRWA Health Centre,FAC-038,حصار (نقص في الوقود),يعاني مركزان صحيان من نقص حاد في الوقود، وسيضطران إلى الإغلاق إذا لم يحصلا على المزيد.,تتناقص مخزونات الديزل اللازمة لتشغيل المراكز الصحية بشكل حاد. يكفي مخزون الديزل الحالي في مركز شابورة الصحي برفح ليوم واحد فقط، بينما يكفي في مركز خان يونس الصحي ليومين. إذا لم يتم تجديد مخزون الديزل بحلول غدٍ (12 أكتوبر)، فهناك خطر كبير من إغلاق هذين المركزين الصحيين.,
INC-250,UNRWA Health Centre,FAC-038,غير محدد,أضرار جانبية لحقت بالمركز الصحي,كما تضرر مركز صحي تابع للأونروا في مخيم النصيرات بالمنطقة الوسطى جراء الأضرار الجانبية.,
INC-251,UNRWA Health Centre,FAC-038,الغارات الجوية (في المنطقة المجاورة),تأثر المركز الصحي بإضراب في المنطقة المجاورة,تأثرت مدرستان تابعتان لوكالة الأونروا ومركز صحي واحد في خان يونس بشكل غير مباشر عندما استهدف قصف مسجداً مجاوراً.,
INC-252,UNRWA Health Centre,FAC-038,غير محدد,تأثر مركز صحي في منطقة الرمال بمدينة غزة جراء غارة جوية,تأثرت مدرسة تابعة للأونروا ومركز صحي في منطقة الرمال بمدينة غزة جراء غارة جوية. وبحسب التقارير التي تلقتها الأونروا، كان ما بين 1000 و2500 نازح يقيمون في المركز الصحي. وقد تمكنت الأونروا من تنسيق عملية إجلاء آمنة لمجموعة من النازحين من المركز الصحي إلى جنوب وادي غزة، بينما لا يزال الباقون يقيمون فيه.,
INC-253,UNRWA Health Centre,FAC-038,غزو ​​/ هجوم بري,اقتحمت القوات الإسرائيلية مركزين صحيين، وأجبرت النازحين على مغادرتهما، وقصفت المركزين بالمدفعية. كما يُزعم أنها استخدمت المركزين في عمليات عسكرية إسرائيلية.,تلقت الأونروا تقارير مقلقة للغاية تفيد بأن قوات الأمن الإسرائيلية اقتحمت مدرسة ومركزين صحيين في مدينة غزة بالدبابات، واستخدمت هذه المنشآت في عمليات عسكرية. وتشير التقارير التي تلقتها الأونروا إلى أن قوات الأمن الإسرائيلية أجرت استجوابات واعتقالات للنازحين داخل هذه المنشآت. وفي أحد المركزين الصحيين، أفادت التقارير بمقتل خمسة أشخاص. وبحسب التقارير، أُجبر النازحون لاحقًا على مغادرة منشآت الأونروا والتوجه جنوبًا نحو وادي غزة. وأفاد شهود عيان بأن القوات الإسرائيلية قصفت المركزين الصحيين بالمدفعية. وتجري الأونروا مزيدًا من التحقق من هذه التقارير. وفي حال تأكدت هذه التقارير، فإن استخدام منشآت الأونروا لأغراض عسكرية يثير مخاوف جدية، إذ يُعرّض المدنيين لخطر جسيم. ويُعدّ توجيه الهجمات ضدّ المعاونين المدنيين انتهاكًا خطيرًا للقانون الدولي. كما تتمتع المراكز الصحية، على وجه الخصوص، بحماية خاصة ضدّ الهجمات.,
INC-254,UNRWA Health Centre,FAC-038,ضربة مباشرة,تعرض مركز صحي لهجوم تسبب في أضرار,تعرض أحد المراكز الصحية في المناطق الوسطى لضربة مباشرة مما أدى إلى أضرار جسيمة في المبنى.,
INC-255,UNRWA Health Centre,FAC-038,الغارات الجوية (في المنطقة المجاورة),تضرر مركز صحي جراء إضراب قريب,بعد مزيد من عمليات التحقق، تم الإبلاغ عن تسعة حوادث إضافية أثرت على منشآت الأونروا في قطاع غزة. ولحقت أضرار جانبية بست مدارس ومركز صحي ومركز للمكفوفين ومركز تدريب جراء غارات جوية قريبة.,
INC-256,UNRWA Health Centre,FAC-038,توقف العمليات,أُغلق مركز صحي في المنطقة الجنوبية بسبب الأعمال العدائية.,في السادس من ديسمبر، تم إغلاق أحد المراكز الصحية التسعة النشطة في المنطقة الجنوبية بسبب تصاعد الأعمال العدائية في خان يونس.,
INC-257,UNRWA Health Centre,FAC-038,غير محدد,تأثر مركز صحي بحدث غير محدد,في 8 ديسمبر، تم الإبلاغ حتى الآن عن 13 حادثة أثرت على منشآت الأونروا (11 مدرسة ومرفقين صحيين) والنازحين المقيمين فيها. وبينما لا يزال التحقق من التفاصيل وأعداد الضحايا جارياً، تشير التقارير الأولية إلى ما يلي: أربع حوادث أثرت على منشآت الأونروا دون وقوع إصابات، بما في ذلك مركز توزيع ومركز صحي في جباليا...,
INC-258,UNRWA Health Centre,FAC-038,إخلاء قسري,وردت أنباء عن عمليات إجلاء قسري وإطلاق نار في مراكز صحية في جباليا,تأثر مركزان صحيان في جباليا - في أحدهما، عانى النازحون من استنشاق الدخان؛ وفي الآخر، الذي يستضيف حوالي 7000 شخص، أفادت التقارير بإطلاق النار على شخصين خارج المرافق عندما حاولا مغادرة المأوى، الذي تعرض لضربات مباشرة عدة مرات.,
INC-259,UNRWA Health Centre,FAC-038,شظايا,أصابت شظايا منطقة الحراسة في مركز صحي,في 10 يناير 2024، أصابت شظايا غرفة الحراس في مركز صحي بالمنطقة الوسطى، مما تسبب في بعض الأضرار. ولم ترد أنباء عن وقوع إصابات.,
INC-260,UNRWA Health Centre,FAC-038,الإضرابات,تعرض مركز صحي في مدينة غزة لقصف مباشر، مما أدى إلى تدمير غرفتين ومقتل ثلاثة نازحين وإصابة العديد.,في 16 يناير/كانون الثاني، أفادت التقارير بتعرض مركز صحي في مدينة غزة لقصف مباشر، حيث أصيبت غرفتان على الأقل. وأسفر القصف عن مقتل ثلاثة نازحين كانوا يحتمون بالمركز، وإصابة آخرين بجروح. وتعمل وكالة الأونروا على تحديد عدد النازحين داخل المركز وقت وقوع الحادث، وعدد الإصابات.,
INC-261,UNRWA Health Centre,FAC-038,إطلاق نار حي / إطلاق نار,أصيب جدار مركز صحي برصاص طائش,في 20 يناير 2024، أصابت رصاصتان طائشتان المبنى الغربي لمركز صحي في خان يونس، والذي يضم أيضاً غرفة عمليات الأونروا الإقليمية التي تُنسق منها عمليات الطوارئ. ولم ترد أنباء عن وقوع إصابات.,
INC-262,UNRWA Health Centre,FAC-038,توقف العمليات,تم إغلاق مركزين صحيين في خان يونس.,في 22 يناير، لم يكن سوى أربعة مراكز صحية تابعة للأونروا (من أصل 22) تعمل. ويأتي هذا بعد إغلاق مركزين صحيين في خان يونس عقب العمليات العسكرية لقوات الأمن العراقية.,
INC-263,UNRWA Health Centre,FAC-038,الإضرابات,تعرض المركز الصحي لهجوم مما أدى إلى إلحاق أضرار بالمبنى,في 16 نوفمبر 2023، تعرض مركز صحي في مدينة غزة لقصف مباشر، مما أدى إلى إلحاق أضرار بالمبنى والجدار الحدودي.,
INC-264,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),تضرر مركز صحي عندما أصيبت مدرسة مجاورة,تعرض مركز صحي في المنطقة الوسطى لأضرار جانبية عندما تأثرت مدرسة مجاورة. ولم ترد أنباء عن وقوع إصابات.,
INC-265,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),جميع نوافذ الطابق الثالث محطمة بسبب إضراب على مسجد مجاور,في 12 فبراير 2024، تعرض مركز صحي في رفح لأضرار جانبية جراء قصف استهدف مسجداً مجاوراً. فقد تحطمت جميع نوافذ الطابق الثالث من الجهة الشمالية للمبنى. ولم ترد أنباء عن وقوع إصابات بين النازحين الذين كانوا يحتمون بالمركز الصحي.,
INC-266,UNRWA Health Centre,FAC-038,الإضرابات,تضرر مركز صحي في مدينة غزة جراء القصف,في 17 ديسمبر 2023، أفادت التقارير أن مركزًا صحيًا في مدينة غزة قد تعرض لأضرار جسيمة نتيجة لغارات جوية وبرية مختلفة.,
INC-267,UNRWA Health Centre,FAC-038,قصف,تعرض المركز الصحي للقصف والتدمير من قبل جيش الدفاع الإسرائيلي,في 15 يناير 2024، تعرض مركز صحي في خان يونس لقصف مباشر بقذائف دبابات متعددة. كما أفادت التقارير أن الجيش الإسرائيلي هدم أجزاءً من الفناء الخارجي للمركز وأجرى حفريات داخله. لم تُسجّل أي إصابات، لكن المبنى لحقت به أضرار.,
INC-268,UNRWA Health Centre,FAC-038,الإضرابات,مبنى متضرر جراء ضربة مباشرة,في 13 مارس 2024 (تاريخ تقديري، سيتم تأكيده)، تعرض مركز صحي في شمال غزة لقصف مباشر مما أدى إلى إلحاق أضرار بالمبنى.,
INC-269,UNRWA Health Centre,FAC-038,شظايا,تعرض منزل مجاور للقصف، مما أدى إلى أضرار في المركز وإصابة أحد النازحين داخلياً.,في الخامس من مايو/أيار 24، ونتيجة لقصف استهدف منزلاً مجاوراً للمركز الصحي في رفح، أصيب طفل نازح كان داخل المركز بجرح طفيف جراء شظايا أصابت قدمه. ولحقت أضرار بالمركز الصحي شملت الألواح الشمسية والنوافذ وخزانات المياه والجدران.,
INC-270,UNRWA Health Centre,FAC-038,قصف,تضرر جدار المركز الصحي جراء القصف,في الساعات الأولى من صباح العاشر من مايو/أيار، أفادت التقارير بتضرر الجدار الخارجي الشرقي لمركز صحي في مدينة غزة جراء القصف. وذكرت التقارير أن نحو 2300 شخص كانوا يحتمون بالمركز الصحي وقت وقوع الحادث.,
INC-271,UNRWA Health Centre,FAC-038,غزو ​​/ هجوم بري,دمرت القوات الإسرائيلية جدارًا خارجيًا بالإضافة إلى الصيدلية والمتجر الطبي في مركز صحي، وأجبرت النازحين على الإخلاء.,في 13 مايو/أيار 2024، أفادت التقارير بدخول قوات الأمن العراقية مركزًا صحيًا في مدينة غزة، وهدم جدارًا خارجيًا، وصيدلية، ومخزنًا للأدوية. كما أفادت التقارير بإجبار النازحين الذين كانوا يحتمون بالمركز الصحي على إخلائه. ووفقًا لمعلومات حصلت عليها الأونروا، كان نحو 2300 نازح يحتمون بالمركز الصحي في الأسبوع الذي سبق الحادث؛ إلا أنه منذ 11 مايو/أيار 2024، بدأ النازحون بالفرار إلى غرب غزة بسبب تصاعد العمليات العسكرية لقوات الأمن العراقية والقصف العنيف للمنطقة.,
INC-272,UNRWA Health Centre,FAC-038,ضربة مباشرة,تعرض المركز الصحي لهجوم مباشر، مما أسفر عن مقتل 11 شخصًا وإصابة 25 آخرين، وتسبب في أضرار جسيمة للمبنى.,في 14 مايو/أيار 2024، قُتل 11 نازحًا وأصيب 25 آخرون بجروح عندما استُهدف مركز صحي في مدينة غزة قصفًا مباشرًا. ولحق بالمركز أضرار جسيمة، شملت تدمير غرف الحراسة بالكامل، وغرفة المولد الكهربائي الكبير وخزان الوقود الخاص به، والمولدات الكهربائية، وخزانات المياه، والألواح الشمسية. وكان المركز الصحي آنذاك يضم ست عائلات نازحة (حوالي 50 نازحًا)، أُجبرت على النزوح إلى غرب مدينة غزة.,
INC-273,UNRWA Health Centre,FAC-038,الحصار,مراكز الأونروا الصحية لا تتلقى الإمدادات الطبية أو الأدوية بسبب إغلاق معبري رفح وكرم شالوم,لم تتلقَ المراكز الصحية التابعة للأونروا أي إمدادات طبية خلال الأيام الاثني عشر الماضية بسبب إغلاق معبري رفح وكرم شالوم أو انقطاع الإمدادات عنهما. وقد أثر ذلك على مخزون الأدوية، ولا سيما الأدوية العامة كالمضادات الحيوية للأطفال وأدوية الصرع. كما نفدت بعض مستلزمات المختبرات وطب الأسنان واللقاحات.,
INC-274,UNRWA Health Centre,FAC-038,قصف,تعرض مركز للقصف مما تسبب في أضرار ونشوب حريق في المبنى,في 17 مايو/أيار 2024، أفادت التقارير أن دبابة تابعة لقوات الأمن الإسرائيلية قصفت مركزًا صحيًا في شمال غزة، مما أدى إلى أضرار في المبنى (بما في ذلك حريق). ولم يتم تأكيد حجم الأضرار حتى الآن. كما وردت أنباء عن إجبار نازحين كانوا يحتمون بالمبنى على إخلائه.,
INC-275,UNRWA Health Centre,FAC-038,قصف,تعرض الطابق الثاني من المركز الصحي للقصف,في 27 مايو 2024، أفادت التقارير أن دبابة تابعة لقوات الأمن العراقية قصفت الطابق الثاني من مركز صحي في المنطقة الوسطى، مما أدى إلى أضرار لم يتم تأكيد حجمها الكامل بعد. ولم ترد أنباء عن وقوع إصابات.,
INC-276,UNRWA Health Centre,FAC-038,قصف,الطابق الثالث من المركز الصحي,في 30 مايو 2024، الساعة 11:00، أفادت التقارير أن دبابة تابعة لقوات الأمن العراقية قصفت الطابق الثالث من الجهة الشرقية لمركز صحي في المنطقة الوسطى، مما أدى إلى إلحاق أضرار بالمبنى، ولم يتم التحقق من حجمها بعد. ولم ترد أنباء عن وقوع إصابات.,
INC-277,UNRWA Health Centre,FAC-038,قصف,تعرض مركز صحي كان يُستخدم كملجأ للقصف، مما أسفر عن مقتل شخص وإصابة آخرين.,في 4 يونيو 2024، أفادت التقارير أن قوات الأمن الداخلي قصفت مركزًا صحيًا يستخدم حاليًا أيضًا كمأوى طارئ في المنطقة الوسطى، مما أسفر عن مقتل طفل وإصابة العديد من النازحين داخليًا.,
INC-278,UNRWA Health Centre,FAC-038,قصف,تعرض مركز صحي للقصف، مما تسبب في أضرار.,في 5 يونيو 2024، أفادت التقارير أن دبابة تابعة لقوات الأمن الإسرائيلية قصفت مركزًا صحيًا يستخدم حاليًا أيضًا كمأوى طوارئ في المنطقة الوسطى، مما تسبب في إلحاق أضرار بالمبنى، ولا يزال مدى هذه الأضرار غير معروف في الوقت الحالي.,
INC-279,UNRWA Health Centre,FAC-038,إخلاء قسري,أوامر إخلاء منطقة المواسي في خان يونس تجبر أربعة مراكز صحية على الإغلاق,تؤثر أوامر الإخلاء بشكل مباشر على خدمات الصحة والمياه والصرف الصحي والنظافة، حيث اضطرت أربعة مراكز صحية ونقاط طبية و10 مرافق حيوية للمياه والصرف الصحي والنظافة إلى إيقاف عملياتها.,
INC-280,UNRWA Health Centre,FAC-038,توقف العمليات,أُجبر مركز صحي على الإغلاق بسبب تصاعد حدة القتال في المنطقة,منذ التحديث الأخير، تم إغلاق أحد المراكز الصحية التابعة للأونروا بسبب القصف الشديد بالقرب من المركز الصحي وتزايد انعدام الأمن والقتال في المنطقة.,
INC-281,UNRWA Health Centre,FAC-038,توقف العمليات,أُجبرت مراكز صحية متعددة على الإغلاق بسبب أوامر الإخلاء والقتال العنيف,في حين استمرت الخدمات الصحية، تم إغلاق النقاط الطبية في غزة وشمال غزة بسبب انعدام الأمن وأوامر الإخلاء، كما تم إغلاق مركزين صحيين في مدينة غزة وشمال غزة بسبب الغارات الجوية الكثيفة والمتواصلة في مخيم جباليا أو بالقرب منه.,
INC-282,UNRWA Health Centre,FAC-038,إخلاء قسري,أُجبر النازحون داخلياً على إخلاء مركز صحي,في 23 أكتوبر 2024، أفادت التقارير أن القوات الإسرائيلية قامت بإجلاء قسري للنازحين الذين كانوا يحتمون داخل مركز صحي تابع للأونروا ومدرسة تابعة للأونروا في جباليا باتجاه مدينة غزة الغربية وجنوب قطاع غزة.,
INC-283,UNRWA Health Centre,FAC-038,غير محدد,صورة تُظهر جنديًا إسرائيليًا ودبابة خارج مركز الأونروا الصحي في رفح، مع وجود أضرار في المبنى. ويُظهر مقطع فيديو نُشر بعد بضعة أيام جنودًا من جيش الدفاع الإسرائيلي على سطح المركز الصحي وهم يُصوّرون عملية هدم في الحي المحيط.,في 5 نوفمبر/تشرين الثاني 2024، نُشرت صورة على الإنترنت تُظهر دبابات تابعة للقوات الإسرائيلية وجنديًا داخل مركز الأونروا الصحي في رفح. تُظهر الصورة أضرارًا لحقت بهذا المرفق التابع للأمم المتحدة. وفي 8 نوفمبر/تشرين الثاني 2024، انتشر مقطع فيديو يُظهر جنودًا إسرائيليين على سطح مركز رفح الصحي في مخيم رفح. وذكرت صورة نُشرت في مقال بمجلة +972 أن معظم الأضرار التي لحقت بالمركز الصحي وقعت في 15 يوليو/تموز 2024، ولكن لا يبدو أن هناك مقالات أو تقارير أخرى تؤكد ذلك.,
INC-284,UNRWA Health Centre,FAC-038,مدمر,أفادت التقارير بتعرض المركز الصحي في جباليا لأضرار بالغة,في 7 نوفمبر/تشرين الثاني 2024، تلقت الأونروا تقارير تفيد بتعرض مركز جباليا الصحي لتدمير شديد، يُزعم أنه حدث في سياق العملية العسكرية التي شنتها القوات الإسرائيلية في جباليا والتي بدأت في 6 أكتوبر/تشرين الأول 2024. ويُظهر مقطع فيديو نُشر على الإنترنت هذا المرفق التابع للأمم المتحدة محترقًا ومتضررًا بشدة. ولم يُحدد التاريخ الدقيق لهذا التدمير. إضافةً إلى ذلك، تعرض مركز جباليا الصحي لأضرار بالغة في يوليو/تموز 2024، ولا يزال من غير الواضح ما هو حجم الدمار الذي لحق به في يوليو/تموز وما هو في أكتوبر/تشرين الأول أو نوفمبر/تشرين الثاني.,
INC-285,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),إضراب في محيط المركز الصحي,في الثامن من يناير/كانون الثاني، أفادت التقارير بأن القوات الإسرائيلية شنت غارة جوية بالقرب من مركز صحي تابع لوكالة الأونروا في مخيم دير البلح. وأُفيد بمقتل أربعة فلسطينيين وإصابة آخرين بجروح خارج المركز. كما وردت أنباء عن أضرار طفيفة لحقت بنوافذ المركز الصحي.,
INC-286,UNRWA Health Centre,FAC-038,قصف مدفعي,تعرض مركز صحي في المغازي لقصف مدفعي مباشر,في 18 يناير/كانون الثاني، قصفت القوات الإسرائيلية الطابق الثالث من مركز صحي تابع للأونروا في المغازي بقذيفة مدفعية مباشرة. ويجري التحقق من حجم الأضرار التي لحقت بالمركز الصحي.,
INC-287,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),تضرر مركز صحي جراء إضراب قريب,في 20 مارس/آذار، أفادت التقارير بتعرض مركز صحي تابع للأونروا في منطقة معان، شرق خان يونس، لأضرار طفيفة جراء غارة جوية شنتها القوات الإسرائيلية في مكان قريب. ولم ترد أنباء عن وقوع إصابات.,
INC-288,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),تأثر المركز الصحي بالإضراب المجاور,في 21 مارس، أفادت التقارير أن غارة جوية شنتها القوات الإسرائيلية في منطقة الناصر، شمال غرب مدينة غزة، أثرت على مركز صحي تابع للأونروا في الرمال، مما تسبب في أضرار طفيفة.,
INC-289,UNRWA Health Centre,FAC-038,غير محدد,تعرض الطابق الأول من مركز جباليا الصحي لهجوم، مما أدى إلى تدمير غرفتين ومقتل 15 شخصًا كانوا يحتمون هناك.,"في الثاني من أبريل/نيسان، قصفت القوات الإسرائيلية غرفتين في الطابق الأول من مركز صحي مدمر تابع لوكالة الأونروا في جباليا. كان الموقع يُستخدم كمأوى تديره الأونروا لـ 160 عائلة نازحة (أي حوالي 735 شخصًا) وقت قصفه. ولم يتلقَ موظفو الأونروا القائمون على إدارة المأوى أي إشارات تحذيرية قبل الضربة. وأُفيد بمقتل 15 نازحًا، بينهم تسعة أطفال، في الضربة. ونشر المفوض العام للأونروا على منصة إكس (المعروفة سابقًا باسم تويتر) أن ""التجاهل التام لموظفي الأمم المتحدة ومبانيها وعملياتها يُعد انتهاكًا صارخًا للقانون الدولي""، ودعا مجددًا إلى ""إجراء تحقيقات مستقلة لكشف ملابسات كل هجوم من هذه الهجمات والانتهاكات الجسيمة"".",
INC-290,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),تضرر مركز صحي عندما تعرضت مكاتب الأونروا المجاورة للقصف.,في التاسع من مايو/أيار، أفادت التقارير بتعرض مكتب الأونروا لغارتين جويتين مباشرتين من قبل القوات الإسرائيلية في جباليا، ما أدى إلى تدميره بالكامل. كما لحقت أضرار متوسطة إلى بالغة بثلاثة مواقع تابعة للأونروا مجاورة - مركز توزيع، ومتجر للمواد غير الغذائية، ومركز صحي - جراء الغارات الجوية. ولم ترد أنباء عن وقوع إصابات بين موظفي الأونروا.,
INC-291,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),أدت غارة جوية قريبة إلى تحطيم نوافذ مركز صحي,في 17 مايو، أفادت التقارير أن مركزًا صحيًا تابعًا للأونروا في مدينة حمد، شمال قطاع غزة، قد تأثر بشكل غير مباشر بغارة جوية شنتها القوات الإسرائيلية في مكان قريب، مما أدى إلى تحطيم النوافذ.,
INC-292,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),أسفرت غارة جوية في المنطقة عن تحطيم النوافذ,في 17 مايو، أفادت التقارير أن مركز تدريب تابع للأونروا ومركزًا صحيًا في قارارة، شرق خان يونس، قد تأثرا بشكل غير مباشر بغارة جوية وقصف مدفعي شنته القوات الإسرائيلية، مما أدى إلى تحطيم النوافذ.,
INC-293,UNRWA Health Centre,FAC-038,إطلاق نار حي / إطلاق نار,مركز صحي يتعرض لهجوم برصاص طائش,في الرابع من يونيو/حزيران، أصابت رصاصتان طائشتان (مصدرهما مجهول) الجانب الشمالي الشرقي من الطابق الثاني لمركز صحي تابع للأونروا في خان يونس. وأُفيد عن أضرار طفيفة لحقت بالمنشأة، دون وقوع إصابات بين موظفي الأونروا.,
INC-294,UNRWA Health Centre,FAC-038,شظايا,تضررت الألواح الشمسية في المركز الصحي جراء الشظايا أو الرصاص,في 25 يونيو 2025، أفادت التقارير بالعثور على لوحين شمسيين تابعين لمركز صحي تابع للأونروا في خان يونس متضررين بسبب الشظايا أو الرصاص (مصدر الرصاص/الشظايا غير معروف).,
INC-295,UNRWA Health Centre,FAC-038,غير محدد (في الجوار),تسبب متفجر إسرائيلي في إلحاق أضرار بمركز صحي في خان يونس,في الثاني من أغسطس/آب، أفادت التقارير بتأثر مركز صحي تابع للأونروا في خان يونس بشكل غير مباشر جراء تفجير عبوة ناسفة آلية نفذتها القوات الإسرائيلية في المنطقة المجاورة. وأُبلغ عن أضرار طفيفة في المركز، ولم تُسجل أي إصابات بين موظفي الأونروا.,
INC-296,UNRWA Health Centre,FAC-038,غارة جوية (في الجوار),أدت الضربات المباشرة بالقرب من مركز صحي إلى أضرار,تقرير متأخر: في 5 أغسطس/آب 2025، أفادت التقارير بتعرض مركز صحي تابع للأونروا لغارة جوية إسرائيلية في منطقة الشيخ رضوان، شمال شرق مدينة غزة، حيث استهدفت الغارات مباني قريبة من المركز بشكل مباشر. وأُبلغ عن أضرار جسيمة لحقت بالمركز، دون وقوع إصابات بين موظفي الأونروا.,
INC-297,UNRWA Health Centre,FAC-038,قذيفة دبابة,أصابت قذيفة دبابة مركزًا صحيًا مما تسبب في أضرار,في الثاني من سبتمبر/أيلول 2025، أفادت التقارير بتعرض مركز صحي تابع للأونروا في منطقة درج، شرق مدينة غزة، لقصف بقذيفة دبابة إسرائيلية. وأُبلغ عن أضرار طفيفة في المركز، دون وقوع إصابات بين موظفي الأونروا.,
INC-298,UNRWA Health Centre,FAC-038,توقف العمليات,اضطر المركز الصحي إلى الإغلاق بعد أن تسبب إضراب قريب في إلحاق أضرار بالمبنى.,في 12 سبتمبر/أيلول 2025، أفادت التقارير بتضرر مركز صحي تابع للأونروا جراء غارة جوية في حي الناصر، غرب مدينة غزة. وأُبلغ عن أضرار جسيمة لحقت بالمنشأة، دون وقوع إصابات بين موظفي الأونروا.,
