detail_id,event_id,event_name,category,order,time,heading_label,value,content,source,source_link,submission_id,added_by,reviewed_by
DET-1131,hist016,Operation Guardian of the Walls,war_crime,2,,Al-Masri Family Strike - 6 Children Killed,,"May 10, 6 PM: Missile killed 8 members of al-Masri family (6 children) who were packing barley in Beit Hanoun. Israel claimed misfired Palestinian rocket from west. HRW analysis of munition remnants, witness accounts found 'evidence indicated weapon was guided missile.' No military target at or near site. Father Youssef al-Masri: 'I saw it with my own eyes...children scattered, ripped to pieces.'",📄 HRW Detailed Findings ↗,https://www.hrw.org/news/2021/07/27/gaza-apparent-war-crimes-during-may-fighting,,,
DET-1132,hist016,Operation Guardian of the Walls,war_crime,3,,Shati Refugee Camp Bombing - 8 Children Killed,,"May 15: Israeli airstrike destroyed three-story building in Shati camp killing 10 (8 children, 2 women). Israel claimed senior Hamas officials hiding in building. HRW investigation: building hit by US-made guided missile, 'found no evidence of military target at or near site.' Called for investigation into whether legitimate military target existed.",📄 HRW Report ↗,https://www.hrw.org/news/2021/07/27/gaza-apparent-war-crimes-during-may-fighting,,,
DET-1133,hist016,Operation Guardian of the Walls,war_crime,4,,Indiscriminate Rocket Attacks (Palestinian War Crime),,"Hamas and PIJ fired 4,360 unguided rockets and mortars at Israeli population centers over 11 days, killing 12 Israeli civilians. HRW: Rockets indiscriminate, violate prohibition on attacks not directed at specific military objectives. Each rocket launch at civilian areas constitutes war crime. 'Palestinian armed groups committed unlawful attacks.'",📄 HRW Finding ↗,https://www.hrw.org/news/2021/07/27/gaza-apparent-war-crimes-during-may-fighting,,,
DET-1134,hist016,Operation Guardian of the Walls,war_crime,5,,Destruction of High-Rise Buildings,,"Israel destroyed multiple high-rise towers in Gaza containing homes, businesses, media offices. Al-Jalaa tower (housing AP and Al Jazeera) destroyed May 15. Israel provided warnings but HRW investigating whether military objectives sufficient to justify destruction. Systematic targeting of infrastructure.",📄 HRW UPR Submission ↗,https://www.hrw.org/news/2022/10/11/submission-universal-periodic-review-israel,,,
DET-1135,hist016,Operation Guardian of the Walls,war_crime,6,,Pattern of Attacks Without Evident Military Targets,,"HRW investigated three strikes killing 62 civilians total. In all three cases: 'no evident military targets in the vicinity.' Pattern suggests systemic failure in target selection, inadequate precautions, or deliberate attacks on civilians. HRW: 'Israeli authorities' consistent unwillingness to seriously investigate alleged war crimes' compounds violations.",📄 HRW Conclusions ↗,https://www.hrw.org/news/2021/07/27/gaza-apparent-war-crimes-during-may-fighting,,,
DET-1136,hist017,West Bank Raids 2022–2023,casualty,1,,Palestinians Killed in 2022,220,"Including 48 children, 7 women/girls. 167 in West Bank/East Jerusalem, 53 in Gaza. Deadliest year since 2006",Middle East Eye Comprehensive Analysis,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1137,hist017,West Bank Raids 2022–2023,casualty,2,,Palestinians Killed in 2023,507,Including 127 children (Gaza war period Oct-Dec accounts for significant increase). Deadliest year in recorded history,Doctors Without Borders Statement,https://www.doctorswithoutborders.org/,,,
DET-1138,hist017,West Bank Raids 2022–2023,casualty,3,,Unarmed Bystanders/Protesters Killed (2022),At least 95,Shot during raids or demonstrations. Majority of 2022 casualties likely unarmed at time of death,Middle East Eye Analysis,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1139,hist017,West Bank Raids 2022–2023,casualty,4,,Child Fatalities (2022-2023),78+ children,"48 in 2022, 30+ in 2023 pre-Gaza war. Includes Jana Zakarneh (15), Mahmoud Samoudi (12), Fulla al-Masalma (15)",MEE & UN Documentation,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1140,hist017,West Bank Raids 2022–2023,casualty,5,,Journalist Killed: Shireen Abu Akleh,1,"Al Jazeera correspondent shot May 11, 2022 in Jenin. UN Commission: killed intentionally or recklessly by Israeli forces",UN Commission Report,https://www.ohchr.org/en/press-releases/2023/10/civilians-are-primary-victims-increased-violence-israel-and-occupied,,,
DET-1141,hist017,West Bank Raids 2022–2023,casualty,6,,Palestinians Injured in 2022,"9,000+","Over 9,000 injured by Israeli forces in West Bank during 2022 according to UN",Al Jazeera citing UN,https://www.aljazeera.com/news/2023/1/26/why-israeli-raids-killed-many-palestinians-this-year-explainer,,,
DET-1142,hist017,West Bank Raids 2022–2023,casualty,7,,January 2023 Jenin Raid,10 killed,"Jan 26: 10 Palestinians killed including elderly woman shot in neck, 16-year-old crushed by military vehicle",Detailed Documentation,https://en.wikipedia.org/wiki/January_2023_Jenin_incursion,,,
DET-1143,hist017,West Bank Raids 2022–2023,casualty,8,,February 2023 Nablus Raid,11 killed,"Feb 22: 11 killed, 102 injured (82 by live fire). Video shows two men shot in back while fleeing",Al Jazeera Investigation,https://www.aljazeera.com/news/2023/2/22/israeli-forces-kill-palestinians-in-nablus-raid,,,
DET-1144,hist017,West Bank Raids 2022–2023,casualty,9,,July 2023 Jenin Incursion,12 killed,"Jul 3-4: Largest West Bank operation in 20 years. Drones, helicopters, 500+ troops. 12 killed, 100 injured, 500 families fled",Comprehensive Report,https://en.wikipedia.org/wiki/July_2023_Jenin_incursion,,,
DET-1145,hist017,West Bank Raids 2022–2023,casualty,10,,Israelis Killed (Spring 2022),19,"19 Israelis killed in attacks March-May 2022 that triggered Operation Break the Wave. 4 soldiers, 8 settlers targeted in West Bank",MEE Documentation,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1146,hist017,West Bank Raids 2022–2023,casualty,11,,Settler Attacks on Palestinians,800+,UN recorded 800+ settler attacks Oct 2023-May 2024. Often occur during/after IDF raids with military acquiescence,UN Documentation,https://en.wikipedia.org/wiki/Israeli_incursions_in_the_West_Bank_during_the_Gaza_war,,,
DET-1147,hist017,West Bank Raids 2022–2023,commander,1,1949-present,Benjamin Netanyahu,,Returned to power Dec 2022 with far-right coalition. Authorized Operation Break the Wave and subsequent escalations. Defended killings as counter-terrorism. Government rejected all international criticism and UN findings.,,,,,
DET-1148,hist017,West Bank Raids 2022–2023,commander,2,1958-present,Yoav Gallant,,Oversaw military operations in West Bank during 2022-2023. Authorized major Jenin operations including July 2023 incursion with aerial bombardment. Defended use of force as proportionate.,,,,,
DET-1149,hist017,West Bank Raids 2022–2023,commander,3,1976-present,Itamar Ben-Gvir,,Far-right minister overseeing police including Border Police conducting raids. Encouraged aggressive tactics. Distributed weapons to settlers. Previously convicted of incitement to racism and supporting terrorism.,,,,,
DET-1150,hist017,West Bank Raids 2022–2023,commander,4,1967-present,Herzi Halevi,,"Top military commander from January 2023. Oversaw major Jenin and Nablus operations. Made operational decisions including use of drones, helicopters in West Bank—unprecedented escalation in tactics.",,,,,
DET-1151,hist017,West Bank Raids 2022–2023,commander,5,1971-2022,Shireen Abu Akleh,,"Veteran Al Jazeera correspondent covering Israeli-Palestinian conflict for two decades. Killed May 11, 2022 by Israeli forces while wearing clearly marked press vest. Became symbol of targeting of journalists. UN found her killing violated her right to life.",,,,,
DET-1152,hist017,West Bank Raids 2022–2023,commander,6,1941-present,Navi Pillay,,"Former UN High Commissioner for Human Rights. Led UN Commission investigation into violations. October 2023 report documented systematic Israeli violations including unlawful killings, misapplication of legal framework.",,,,,
DET-1153,hist017,West Bank Raids 2022–2023,historical_impact,1,,Immediate Impact (2022-2023),,500+ Palestinians killed—deadliest period since Second Intifada (2000-2005),,,,,
DET-1154,hist017,West Bank Raids 2022–2023,historical_impact,1,,Long-term Consequences (2023-Present),,Complete impunity: Zero meaningful Israeli investigations despite UN findings of systematic violations,,,,,
DET-1155,hist017,West Bank Raids 2022–2023,historical_impact,1,,Accountability Status,,✗ No Israeli officials or soldiers prosecuted for any of 500+ killings,,,,,
DET-1156,hist017,West Bank Raids 2022–2023,historical_impact,2,,Immediate Impact (2022-2023),,2022: 220 killed (48 children); 2023: 507 killed (127 children)—deadliest year in recorded history,,,,,
DET-1157,hist017,West Bank Raids 2022–2023,historical_impact,2,,Long-term Consequences (2023-Present),,UN Commission documented systematic misapplication of legal framework enabling unlawful killings,,,,,
DET-1158,hist017,West Bank Raids 2022–2023,historical_impact,2,,Accountability Status,,✗ No accountability for Shireen Abu Akleh killing despite UN findings,,,,,
DET-1159,hist017,West Bank Raids 2022–2023,historical_impact,3,,Immediate Impact (2022-2023),,Shireen Abu Akleh killing (May 2022) sparked international outcry; UN found her killing unlawful,,,,,
DET-1160,hist017,West Bank Raids 2022–2023,historical_impact,3,,Long-term Consequences (2023-Present),,"Pattern established: Combat tactics (drones, helicopters, massive force) normalized in law enforcement context",,,,,
DET-1161,hist017,West Bank Raids 2022–2023,historical_impact,3,,Accountability Status,,✗ No accountability for 78+ children killed,,,,,
DET-1162,hist017,West Bank Raids 2022–2023,historical_impact,4,,Immediate Impact (2022-2023),,"Emergence of new armed resistance groups: Jenin Brigades, Lions' Den, Balata Brigades",,,,,
DET-1163,hist017,West Bank Raids 2022–2023,historical_impact,4,,Long-term Consequences (2023-Present),,"International law credibility damaged: UN findings ignored, no enforcement mechanisms engaged",,,,,
DET-1164,hist017,West Bank Raids 2022–2023,historical_impact,4,,Accountability Status,,✗ No accountability for hospital raid with perfidy (war crime),,,,,
DET-1165,hist017,West Bank Raids 2022–2023,historical_impact,5,,Immediate Impact (2022-2023),,"Operation Break the Wave: near-nightly raids on Jenin, Nablus became routine",,,,,
DET-1166,hist017,West Bank Raids 2022–2023,historical_impact,5,,Long-term Consequences (2023-Present),,Gaza war (Oct 2023-present) further escalated West Bank violence to unprecedented levels,,,,,
DET-1167,hist017,West Bank Raids 2022–2023,historical_impact,5,,Accountability Status,,"✗ No accountability for obstruction of medical care, attacks on ambulances",,,,,
DET-1168,hist017,West Bank Raids 2022–2023,historical_impact,6,,Immediate Impact (2022-2023),,First extensive use of aerial bombardment in West Bank since Second Intifada (July 2023),,,,,
DET-1169,hist017,West Bank Raids 2022–2023,historical_impact,6,,Long-term Consequences (2023-Present),,ICC investigation includes West Bank but no charges filed as of 2025,,,,,
DET-1170,hist017,West Bank Raids 2022–2023,historical_impact,6,,Accountability Status,,✗ Israeli military investigations: standard pattern of closing cases without charges,,,,,
DET-1171,hist017,West Bank Raids 2022–2023,historical_impact,7,,Immediate Impact (2022-2023),,"Over 9,000 Palestinians injured in 2022 alone; thousands more in 2023",,,,,
DET-1172,hist017,West Bank Raids 2022–2023,historical_impact,7,,Long-term Consequences (2023-Present),,Palestinian Authority increasingly delegitimized; security coordination suspended multiple times,,,,,
DET-1173,hist017,West Bank Raids 2022–2023,historical_impact,7,,Accountability Status,,✗ No accountability for settler violence despite 800+ attacks documented,,,,,
DET-1174,hist017,West Bank Raids 2022–2023,historical_impact,8,,Immediate Impact (2022-2023),,"800+ settler attacks documented Oct 2023-May 2024, often with military acquiescence",,,,,
DET-1175,hist017,West Bank Raids 2022–2023,historical_impact,8,,Long-term Consequences (2023-Present),,Rise of armed resistance normalized among Palestinian youth; cycle of violence entrenched,,,,,
DET-1176,hist017,West Bank Raids 2022–2023,historical_impact,8,,Accountability Status,,✓ UN Commission comprehensively documented violations (October 2023 report),,,,,
DET-1177,hist017,West Bank Raids 2022–2023,historical_impact,9,,Long-term Consequences (2023-Present),,Hospital raid with perfidy (Jan 2024) set dangerous precedent for violations of medical neutrality,,,,,
DET-1178,hist017,West Bank Raids 2022–2023,historical_impact,9,,Accountability Status,,✓ UN found systematic misapplication of legal framework and unlawful killings,,,,,
DET-1179,hist017,West Bank Raids 2022–2023,historical_impact,10,,Accountability Status,,✓ ICC has jurisdiction; investigation ongoing but slow,,,,,
DET-1180,hist017,West Bank Raids 2022–2023,historical_impact,11,,Accountability Status,,"✓ International human rights organizations (HRW, Amnesty, B'Tselem, MSF) documented violations",,,,,
DET-1181,hist017,West Bank Raids 2022–2023,historical_impact,12,,Accountability Status,,✓ Shireen Abu Akleh case keeps issue of journalist targeting in international spotlight,,,,,
DET-1182,hist017,West Bank Raids 2022–2023,legal,1,,Misapplication of Legal Framework - Core Violation,,Law Enforcement vs. Conduct of Hostilities: UN Commission determined Israel unlawfully applies IHL rules on conduct of hostilities to law enforcement in West Bank. Correct framework is international human rights law which strictly limits use of lethal force.,,,,,
DET-1183,hist017,West Bank Raids 2022–2023,legal,1,,International Humanitarian Law Violations,,"Fourth Geneva Convention Article 27: Protected persons 'shall be treated humanely...protected against all acts of violence.' Killing of 78+ children, journalists, medical obstruction violate this core protection.",,,,,
DET-1184,hist017,West Bank Raids 2022–2023,legal,1,,UN Commission Findings (October 2023),,"Shireen Abu Akleh: Commission found 'on reasonable grounds that Israeli forces used lethal force without justification...and, intentionally or recklessly, violated Abu Akleh's right to life.'",,,,,
DET-1185,hist017,West Bank Raids 2022–2023,legal,1,,Specific Protected Persons Violations,,"Children: Convention on Rights of Child and Fourth Geneva Convention Article 24 provide special protection. Killing 78+ children, many unarmed, violates these protections.",,,,,
DET-1186,hist017,West Bank Raids 2022–2023,legal,1,,Accountability Requirements,,Duty to Investigate: Geneva Conventions require States investigate grave breaches. Israel has systematically failed to conduct meaningful investigations.,,,,,
DET-1187,hist017,West Bank Raids 2022–2023,legal,2,,Misapplication of Legal Framework - Core Violation,,Right to Life (ICCPR Article 6): Lethal force only permissible when 'strictly necessary' to protect against imminent threat to life. UN found Israeli forces killed civilians not posing such threats—violations of right to life.,,,,,
DET-1188,hist017,West Bank Raids 2022–2023,legal,2,,International Humanitarian Law Violations,,"Article 147 (Grave Breaches): 'Wilful killing...wilfully causing great suffering...extensive destruction...not justified by military necessity' are grave breaches. 500+ killings, property destruction meet threshold.",,,,,
DET-1189,hist017,West Bank Raids 2022–2023,legal,2,,UN Commission Findings (October 2023),,"Jenin Operations: Several 2023 operations 'appear to have included unnecessary and disproportionate force.' Use of drones, helicopters in densely populated areas violates proportionality.",,,,,
DET-1190,hist017,West Bank Raids 2022–2023,legal,2,,Specific Protected Persons Violations,,"Medical Personnel: Geneva Conventions require protection of medical workers. Firing on ambulances, obstructing care, tear-gassing hospital violate absolute protections.",,,,,
DET-1191,hist017,West Bank Raids 2022–2023,legal,2,,Accountability Requirements,,Command Responsibility: Senior military and political officials who knew or should have known of violations and failed to prevent/punish may bear criminal responsibility.,,,,,
DET-1192,hist017,West Bank Raids 2022–2023,legal,3,,Misapplication of Legal Framework - Core Violation,,Basic Principles on Use of Force and Firearms (1990): 'Intentional lethal use of firearms may only be made when strictly unavoidable in order to protect life.' Majority of West Bank killings do not meet this standard.,,,,,
DET-1193,hist017,West Bank Raids 2022–2023,legal,3,,International Humanitarian Law Violations,,Protection of Journalists: Additional Protocol I Article 79 protects journalists as civilians. Killing of Shireen Abu Akleh—clearly marked press—is grave breach.,,,,,
DET-1194,hist017,West Bank Raids 2022–2023,legal,3,,UN Commission Findings (October 2023),,"Pattern of Violations: 'Israel applies framework governing conduct of hostilities to law enforcement operations in West Bank, contrary to international law, resulting in civilians being killed and injured.'",,,,,
DET-1195,hist017,West Bank Raids 2022–2023,legal,3,,Specific Protected Persons Violations,,Wounded: Even wounded combatants protected once hors de combat. January 2024 hospital killings of wounded violate Common Article 3.,,,,,
DET-1196,hist017,West Bank Raids 2022–2023,legal,3,,Accountability Requirements,,ICC Jurisdiction: International Criminal Court has jurisdiction over situation in Palestine. West Bank killings fall within investigation.,,,,,
DET-1197,hist017,West Bank Raids 2022–2023,legal,4,,Misapplication of Legal Framework - Core Violation,,"Systematic Policy: Misapplication of legal framework is policy decision by Israeli government, not error. Enables systematic unlawful killings across entire territory.",,,,,
DET-1198,hist017,West Bank Raids 2022–2023,legal,4,,International Humanitarian Law Violations,,Perfidy Prohibition: Additional Protocol I Article 37 prohibits feigning protected status to kill. January 2024 hospital raid with commandos disguised as medical staff constitutes perfidy—war crime.,,,,,
DET-1199,hist017,West Bank Raids 2022–2023,legal,4,,UN Commission Findings (October 2023),,"Settler Violence: Commission documented increase in settler attacks on Palestinians, often with Israeli military acquiescence or participation—State responsibility for violations.",,,,,
DET-1200,hist017,West Bank Raids 2022–2023,legal,4,,Specific Protected Persons Violations,,Women and Families: Majida Obaid (61) shot in neck watching from window; Fulla al-Masalma (15) killed day before birthday—demonstrate indiscriminate nature of force.,,,,,
DET-1201,hist017,West Bank Raids 2022–2023,legal,4,,Accountability Requirements,,State Responsibility: Israel bears State responsibility for violations by its forces and for settler violence it fails to prevent.,,,,,
DET-1202,hist017,West Bank Raids 2022–2023,quick_fact,1,,Event Type,Military Raids / Systematic Killings,,,,,,
DET-1203,hist017,West Bank Raids 2022–2023,quick_fact,2,,Operation Name,Operation Break the Wave (2022-2023),,,,,,
DET-1204,hist017,West Bank Raids 2022–2023,quick_fact,3,,Verification,UN Commission; B'Tselem; HRW; Amnesty,,,,,,
DET-1205,hist017,West Bank Raids 2022–2023,quick_fact,4,,UN Finding,Unlawful killings; disproportionate force,,,,,,
DET-1206,hist017,West Bank Raids 2022–2023,testimony,1,,Navi Pillay,,"In presenting October 2023 report: 'Israel applies the framework governing conduct of hostilities to law enforcement operations in the West Bank, contrary to international law, resulting in civilians being killed and injured. The Commission has documented alarming trends in Israeli security forces' use of force...The operations in Jenin in 2023 appear to have included the use of unnecessary and disproportionate force.'","UN Commission Press Release, October 16, 2023",https://www.ohchr.org/en/press-releases/2023/10/civilians-are-primary-victims-increased-violence-israel-and-occupied,,,
DET-1207,hist017,West Bank Raids 2022–2023,testimony,2,,Shatha Zakarneh,,"Describing daughter's killing: 'Jana was on our roof playing with her cat. She wasn't protesting, she wasn't near any fighting. An Israeli sniper shot her twice in the face. My daughter was just a child playing with her pet. How can they say she was a threat? They killed her for no reason except that she was Palestinian.' Jana died January 2023.",Family testimony to media and human rights organizations,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1208,hist017,West Bank Raids 2022–2023,testimony,3,,Al Jazeera (institutional),,Statement after Shireen Abu Akleh's killing: 'We hold the Israeli government and the Israeli occupation forces responsible for the killing of Shireen. We call on the international community to condemn and hold the Israeli occupation forces accountable for deliberately targeting and killing our colleague.' Emphasized she was clearly marked as press.,"Al Jazeera Official Statement, May 11, 2022",https://www.aljazeera.com/,,,
DET-1209,hist017,West Bank Raids 2022–2023,testimony,4,,António Guterres,,After January 2023 Jenin raid: 'I am deeply concerned by the dangerous trajectory of the violence in the occupied West Bank...The level of violence is shocking. Israeli security operations and Palestinian attacks are on the increase. I call on all to avoid further escalation.' Later: 'We continue to see a pattern of Israeli forces using lethal force unnecessarily.',"UN Secretary-General Statements, January-February 2023",https://www.un.org/,,,
DET-1210,hist017,West Bank Raids 2022–2023,testimony,5,,Doctors Without Borders (Médecins Sans Frontières),,"December 2023 statement: 'In 2023, we witnessed the deadliest year for Palestinians in the West Bank in recorded history...The violence has deeply traumatized communities. Our teams treat patients with gunshot wounds almost daily. Israeli forces repeatedly obstruct medical care, fire near ambulances, and create an environment where providing healthcare is increasingly dangerous.'","MSF Statement, December 2023",https://www.doctorswithoutborders.org/,,,
DET-1211,hist017,West Bank Raids 2022–2023,testimony,6,,Wafa Obaid,,"Describing mother's killing: 'My mother was in her bedroom, looking out the window at what was happening in the street during the raid. An Israeli sniper shot her through the neck. She was 61 years old, not a fighter, not a threat. Just a grandmother watching from her window. They killed her in her own home.' Majida died in January 2023 Jenin raid.",Family testimony documented in reports,https://en.wikipedia.org/wiki/January_2023_Jenin_incursion,,,
DET-1212,hist017,West Bank Raids 2022–2023,testimony,7,,B'Tselem (Israeli human rights organization),,Statement on 2022 violence: 'The death toll in the West Bank and Gaza Strip is the highest since 2006...Israel's open-fire policy in the West Bank allows security forces to use potentially lethal force even when their lives are not in danger. This policy turns every military activity and every Palestinian demonstration into a life-threatening situation for Palestinians.',"B'Tselem Annual Assessment, 2022",https://www.btselem.org/,,,
DET-1213,hist017,West Bank Raids 2022–2023,testimony,8,,UN Special Rapporteur on Palestine,,"After hospital raid January 2024: 'Disguising military forces as medical workers and Muslim women to execute Palestinians inside a hospital may amount to war crimes. Under international humanitarian law, killing the wounded is prohibited. Using perfidy to kill is a war crime. The international community must act.'","UN Expert Statement, January 2024",https://en.wikipedia.org/wiki/Israeli_incursions_in_the_West_Bank_during_the_Gaza_war,,,
DET-1214,hist017,West Bank Raids 2022–2023,testimony,9,,Palestinian Authority President Mahmoud Abbas,,After February 2023 Nablus raid: 'What happened in Nablus is a massacre. We hold the Israeli occupation government fully responsible. We have decided to suspend security coordination with the Israeli side. The Israeli government is responsible for the dangerous escalation and its consequences.',"PA Official Statement, February 22, 2023",https://www.aljazeera.com/news/2023/2/22/israeli-forces-kill-palestinians-in-nablus-raid,,,
DET-1215,hist017,West Bank Raids 2022–2023,timeline,1,"March 22-May 7, 2022",Palestinian attacks inside Israel,,"Series of attacks by Palestinians kill 19 Israelis including knife attack in Be'er Sheva (4 killed), shooting in Bnei Brak (5 killed), axe attack in Elad (3 killed), shooting in Tel Aviv (3 killed). Attackers from West Bank or Israel. Triggers Israeli Operation Break the Wave.",,https://en.wikipedia.org/wiki/January_2023_Jenin_incursion,,,
DET-1216,hist017,West Bank Raids 2022–2023,timeline,2,2022-03-01 00:00:00,Operation Break the Wave begins,,"Israel launches military campaign of near-nightly raids into West Bank cities, particularly Jenin and Nablus. Focus on dismantling armed resistance groups. Massive escalation in use of force, arrests, home demolitions.",,https://www.aljazeera.com/news/2023/1/26/why-israeli-raids-killed-many-palestinians-this-year-explainer,,,
DET-1217,hist017,West Bank Raids 2022–2023,timeline,3,2022-05-11 00:00:00,Shireen Abu Akleh killed,,"Al Jazeera's veteran Palestinian correspondent shot in head while covering IDF raid in Jenin. Wearing clearly marked PRESS vest, standing with other journalists. UN Commission later concludes Israeli forces killed her intentionally or recklessly, violating right to life. Her killing sparks international outcry.",,https://www.ohchr.org/en/press-releases/2023/10/civilians-are-primary-victims-increased-violence-israel-and-occupied,,,
DET-1218,hist017,West Bank Raids 2022–2023,timeline,4,2022 Overall,Deadliest year since 2006,,"By year's end, 220 Palestinians killed in occupied territories (167 West Bank/E. Jerusalem, 53 Gaza). 48 children among dead. Over 9,000 injured. UN declares deadliest year since Second Intifada. Focus on Jenin (45 killed) and Nablus (45 killed) combined.",,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1219,hist017,West Bank Raids 2022–2023,timeline,5,2023-01-26 00:00:00,Jenin raid - 10 killed,,"Massive Israeli raid on Jenin kills 10 Palestinians. Majida Obaid (61) shot through neck while watching from bedroom window. Wasim Abu Jaes (16) crushed to death by military vehicle. Israeli forces fire on ambulances, shoot tear gas at hospital pediatric ward. UN: 'dangerous trajectory of violence.'",,https://en.wikipedia.org/wiki/January_2023_Jenin_incursion,,,
DET-1220,hist017,West Bank Raids 2022–2023,timeline,6,2023-02-22 00:00:00,"Nablus raid - 11 killed, 102 injured",,"Large-scale raid on Nablus kills 11, injures 102 (82 by live fire). Amateur video shows two men shot in back while fleeing. Palestinian Authority suspends security coordination with Israel in response, calling it 'massacre.' By this date, 61 Palestinians killed in 2023—double 2022 rate.",,https://www.aljazeera.com/news/2023/2/22/israeli-forces-kill-palestinians-in-nablus-raid,,,
DET-1221,hist017,West Bank Raids 2022–2023,timeline,7,3-4 July 2023,Jenin incursion - aerial bombardment,,"Largest West Bank operation in 20 years. Israel deploys drones, helicopters, 500+ troops in 14-hour assault on Jenin refugee camp. Twelve Palestinians killed, 100 injured, 500 families forced to flee homes. First extensive use of aerial force in West Bank since Second Intifada. IDF soldier also killed by friendly fire.",,https://en.wikipedia.org/wiki/July_2023_Jenin_incursion,,,
DET-1222,hist017,West Bank Raids 2022–2023,timeline,8,May-June 2023,Pattern of unlawful killings continues,,"UN OCHA documents multiple raids. May 22: Balata camp raid kills 3, video shows one shot in back while fleeing. May 29: Jenin raid kills 1. By May 29, 112 Palestinians killed in 2023—more than double 2022 rate. Medical personnel repeatedly obstructed.",,https://www.ochaopt.org/poc/16-29-may-2023,,,
DET-1223,hist017,West Bank Raids 2022–2023,timeline,9,7 October 2023 onwards,Gaza war triggers massive West Bank escalation,,"After Oct 7 Hamas attack, Israeli operations in West Bank intensify dramatically. By Dec 2023: 507 Palestinians killed in 2023 (127 children). First use of airstrikes on mosques (Oct 22). Use of drones becomes routine. Over 10,000 Palestinians arrested. 800+ settler attacks documented. Doctors Without Borders: 'deadliest year in recorded history.'",,https://en.wikipedia.org/wiki/Israeli_incursions_in_the_West_Bank_during_the_Gaza_war,,,
DET-1224,hist017,West Bank Raids 2022–2023,timeline,10,2023-10-16 00:00:00,UN Commission releases report,,"UN Independent Commission of Inquiry issues report (covering May 2021-Aug 2023). Key finding: 'Israel applies framework governing conduct of hostilities to law enforcement operations in West Bank, contrary to international law, resulting in civilians being killed and injured.' Jenin 2023 operations 'appear to have included unnecessary and disproportionate force.'",,https://www.ohchr.org/en/press-releases/2023/10/civilians-are-primary-victims-increased-violence-israel-and-occupied,,,
DET-1225,hist017,West Bank Raids 2022–2023,timeline,11,2024-01-01 00:00:00,Hospital raid - commandos disguised as medical staff,,"Israeli commandos disguised as medical workers and Muslim women enter hospital in Jenin, shoot dead three Palestinians inside. UN experts: may amount to war crimes. War crime to impersonate medical personnel and to kill wounded even if militants.",,https://en.wikipedia.org/wiki/Israeli_incursions_in_the_West_Bank_during_the_Gaza_war,,,
DET-1226,hist017,West Bank Raids 2022–2023,war_crime,1,,Unlawful Killing of Journalist Shireen Abu Akleh,,"May 11, 2022: Al Jazeera correspondent shot in head while covering Jenin raid. Wearing clearly marked PRESS vest, standing with journalists. UN Commission concluded 'on reasonable grounds that Israeli forces used lethal force without justification under international human rights law and, intentionally or recklessly, violated Abu Akleh's right to life.' Identified Duvdevan Unit as likely responsible. Intentional or reckless killing of clearly marked journalist is war crime.",📄 UN Commission Findings ↑,https://www.ohchr.org/en/press-releases/2023/10/civilians-are-primary-victims-increased-violence-israel-and-occupied,,,
DET-1227,hist017,West Bank Raids 2022–2023,war_crime,2,,Extrajudicial Executions,,"Palestinians accuse Israeli forces of assassination policy targeting armed group leaders. In three incidents in 2022, Israeli forces fatally shot 9 Palestinian fighters while inside vehicles in what Palestinians called 'field executions.' Pattern of targeted killings without arrest attempts. Video from Feb 2023 Nablus shows two men shot in back while fleeing—indicative of willful killing.",📄 MEE Investigation ↑,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1228,hist017,West Bank Raids 2022–2023,war_crime,3,,Unnecessary and Disproportionate Force,,"UN Commission concluded several 2023 Jenin operations 'appear to have included use of unnecessary and disproportionate force by Israeli security forces.' Includes use of drones, helicopters, hundreds of troops in densely populated refugee camps. Artillery-like force in law enforcement context violates international human rights law.",📄 UN Commission Report ↑,https://www.ohchr.org/en/press-releases/2023/10/civilians-are-primary-victims-increased-violence-israel-and-occupied,,,
DET-1229,hist017,West Bank Raids 2022–2023,war_crime,4,,Killing of 78+ Children,,At least 78 children killed 2022-2023 including many unarmed bystanders. Jana Zakarneh (15) shot twice in face while playing with cat on rooftop. Mahmoud Samoudi (12) shot during raid. Zaid Ghonaim (15) shot while hiding in parking garage. Wasim Abu Jaes (16) crushed by military vehicle. Willful killing of children violates Fourth Geneva Convention Article 147.,📄 Multiple Documented Cases ↑,https://www.middleeasteye.net/news/palestine-west-bank-deadliest-year-second-intifada,,,
DET-1230,hist017,West Bank Raids 2022–2023,war_crime,5,,Obstruction of Medical Care,,"Systematic pattern of Israeli forces firing on ambulances, preventing medical personnel from reaching wounded, delaying evacuations. Jan 2023 Jenin: ambulances fired upon, tear gas shot at hospital pediatric ward. May 2023: medical sources report forces restricted ambulance movement. Denying medical care to wounded violates Geneva Conventions.",📄 Multiple Incident Reports ↑,https://en.wikipedia.org/wiki/January_2023_Jenin_incursion,,,
